Chr	Start	End
6	36509	36830
6	40206	40429
6	42648	42761
6	44453	44697
6	47745	47920
6	48940	49183
6	54497	54594
6	54867	55261
6	56053	56272
6	64087	64180
6	65027	65262
6	74484	75058
6	75585	75689
6	76216	76911
6	80250	80432
6	81960	82407
6	87327	87519
6	90404	90837
6	93789	93890
6	95073	96568
6	98812	99018
6	103246	103671
6	106314	106871
6	107808	107958
6	109999	110180
6	111863	112067
6	114015	114248
6	114520	114801
6	115725	116238
6	118937	119376
6	123223	123294
6	129950	130146
6	131245	131795
6	137090	137597
6	144187	144346
6	155925	156228
6	157824	158013
6	160171	160503
6	162112	162444
6	164798	165001
6	167308	167758
6	169291	169855
6	173368	174158
6	176488	176962
6	181954	182246
6	183991	184448
6	191417	191787
6	192321	192783
6	194149	194847
6	196280	196808
6	199029	199930
6	203285	204252
6	204649	205167
6	205723	205980
6	206321	206569
6	207113	207460
6	209946	211219
6	212974	213234
6	220157	220328
6	221540	221855
6	223863	224171
6	224907	225562
6	225971	226956
6	228992	229637
6	233604	234166
6	237419	237580
6	238248	238437
6	239758	239877
6	241464	241978
6	244083	244286
6	245183	245403
6	245880	246117
6	248103	248354
6	251919	252057
6	253538	253622
6	255290	256297
6	261111	261270
6	261593	261750
6	262836	264117
6	268444	268575
7	20533	20665
7	23470	23575
7	38868	38984
7	41222	41435
7	43245	43325
7	45237	45435
7	53636	53796
7	56151	56389
7	67258	67303
7	74490	74733
7	75675	76836
7	79017	79200
7	80404	80660
7	81224	81452
7	82286	82447
7	84294	84656
7	87285	87481
7	91308	91446
7	92369	92486
7	93548	93752
7	94679	94877
7	97092	97326
7	98658	98862
7	107621	107950
7	114789	114962
7	115330	115919
7	120967	121214
7	121856	122583
7	123337	123597
7	124240	124510
7	129558	129751
7	131286	131461
7	141763	142182
7	144445	144764
7	147776	148077
7	150654	150730
7	152935	153042
7	159226	159559
7	165175	165610
7	165970	166846
7	167528	167715
7	173170	173692
7	174302	174429
7	180459	180671
7	185785	185954
7	190239	190358
7	190858	191115
7	191801	191991
7	196530	198058
7	200205	200488
7	202523	202636
7	205689	205767
7	206082	206779
7	208762	208863
7	210096	210340
7	213821	213958
7	216052	216253
7	217286	217478
7	225469	226458
7	229779	230152
7	234520	234734
7	235846	236143
7	238139	238368
7	245046	245413
7	249516	249994
7	253923	254534
7	255315	255547
7	257223	257538
7	265936	266038
7	269112	269345
7	270836	270951
7	271315	271670
7	271895	272401
7	272869	273191
7	277094	277412
7	280581	280760
7	281318	281457
7	284027	284330
7	287123	287476
7	288166	288428
7	289398	289594
7	291695	291849
7	293015	293246
7	295701	295862
7	299766	299925
7	303470	303670
7	304120	304272
7	306314	306549
7	307145	307398
7	310239	310382
7	310601	310793
7	313030	313136
7	320903	321119
7	321491	321658
7	324741	325051
7	326385	326651
7	330655	330908
7	334603	334887
7	337634	337757
7	343123	343312
7	345721	345955
7	346937	347187
7	352333	353000
7	355564	355748
7	357047	357312
7	357670	357776
7	358344	358570
7	364127	364214
7	368279	368684
7	371185	371607
7	374926	375044
7	375919	375983
7	377242	377415
7	381347	381437
7	381980	382099
7	383038	383457
7	383727	384226
7	384559	385220
7	391995	392185
7	393679	393922
7	395814	395946
7	397582	398546
7	401371	401503
7	404328	404819
7	405529	405703
7	409803	409921
7	411343	411486
7	413263	413636
7	417250	417487
7	418667	418780
7	420641	420951
7	421906	422017
7	423159	423398
7	426950	427194
7	428056	428608
7	433150	434081
7	435417	435553
7	438552	438919
7	439850	439942
7	443160	443638
7	446174	446347
7	448446	448778
7	449882	450166
7	451736	452718
7	454598	454767
7	457834	458321
7	459602	459932
7	461358	461651
7	464981	465162
7	465499	465813
7	472166	472866
7	475230	475499
7	478734	479194
7	482764	484597
7	484969	485508
7	492003	492143
7	494285	494418
7	499939	500089
7	516407	516525
7	523470	523579
7	524802	524925
7	527450	527547
7	528664	528984
7	532655	532850
7	544992	545139
7	546216	546332
7	547225	548215
7	557661	557931
7	559022	559169
7	560099	560285
7	576584	576851
7	581631	582024
7	582245	582432
7	584163	584768
7	589504	589742
7	591034	591160
7	592792	593235
7	596002	596448
7	598820	599367
7	601390	601650
7	605597	606115
7	609153	610682
7	616067	616362
7	617317	617449
7	617860	618012
7	619971	620259
7	621956	622072
7	624899	626251
7	627098	627720
7	634159	634265
7	635501	635686
7	639566	639923
7	640406	640820
7	641816	641936
7	643798	644006
7	648187	648250
7	650745	651549
7	653258	653417
7	656510	656613
7	661786	662013
7	666178	666273
7	667839	668046
7	670145	670301
7	671945	672214
7	676456	676551
7	677039	678575
7	687698	687808
7	693169	693289
7	695125	695351
7	699856	700077
7	701600	701717
7	702657	703221
7	706800	707024
7	712573	712701
7	713470	713646
7	726616	726845
7	729844	729933
7	730938	731096
7	732434	732686
7	733038	733883
7	738304	738452
7	739003	739368
7	739579	739867
7	742002	742241
7	745585	745670
7	746522	746739
7	754103	754527
7	756548	756890
7	761208	761296
7	762196	762388
7	765725	766957
7	767225	767452
7	772040	772255
7	774440	774858
7	784042	784133
7	785195	785888
7	787020	787203
7	788383	788905
7	793007	793303
7	794327	794414
7	795652	795874
7	798037	798498
7	800150	800396
7	801853	802343
7	807914	808029
7	809555	810139
7	810857	811086
7	823714	823886
7	832224	832372
7	834548	834668
7	836768	837031
7	840457	840594
7	843636	843777
7	846350	846458
7	848150	849584
7	856380	856854
7	866166	866308
7	867572	867691
7	871543	871665
7	875173	875316
7	875824	875921
7	878492	878739
7	879436	879624
7	879966	880128
7	882266	882489
7	887895	888654
7	894331	894648
7	897326	897414
7	902333	902522
7	904693	905868
7	906201	906284
7	908830	909132
7	910258	910409
7	911650	911855
7	913276	914002
7	914822	915258
7	916860	917064
7	919723	920429
7	921933	922056
7	924503	924712
7	932067	932217
7	936892	937084
7	939180	939346
7	939667	939843
7	942472	942641
7	944850	945030
7	947142	947270
7	951062	951546
7	951813	951962
7	953584	953822
7	958540	958748
7	959111	959729
7	962189	962293
7	968656	969113
7	969468	969641
7	970132	970430
7	974106	974313
7	976954	977233
7	979469	979625
7	984316	984773
7	986763	987103
7	987459	987803
7	989735	989832
7	993759	994327
7	1004135	1004382
7	1007505	1007584
7	1010887	1011494
7	1011755	1012424
7	1016808	1016953
7	1017817	1017960
7	1021984	1022522
7	1043122	1043205
7	1046599	1046673
7	1050166	1050580
7	1058853	1058956
7	1065150	1065417
7	1076241	1076412
7	1085917	1086026
8	10675	10815
8	17483	17568
8	21148	21683
8	25567	26144
8	32847	33091
8	34225	34381
8	48045	48588
8	50582	50930
8	54406	54746
8	65935	66140
8	67523	67743
8	69567	69662
8	70082	70235
8	74558	74765
8	75094	75258
8	78388	78546
8	81883	81977
8	98169	98357
8	98911	99018
8	113270	113446
8	116975	117149
8	117620	117702
8	121738	122803
8	123727	123917
8	125956	126101
8	138449	138746
8	141432	141877
8	143361	144079
8	151231	151532
8	159202	159439
8	160469	160740
8	161429	161561
8	167448	167673
8	170534	170721
8	172977	173225
8	175242	175507
8	175746	175856
8	176109	176374
8	176763	177066
8	180090	180199
8	181707	181932
8	186885	187144
8	187580	187925
8	189091	191136
8	194941	195462
8	198396	198581
8	201248	201725
8	204289	204463
8	206133	206385
8	207291	207508
8	209321	209548
8	210605	210749
8	217681	218122
8	218876	218978
8	219907	220048
8	222657	222880
8	223809	223916
8	225243	225432
8	227189	227387
8	229075	229267
8	231823	232055
8	236055	236588
8	238806	239042
8	241399	241622
8	242306	242505
8	245729	245880
8	249694	249868
8	255594	256291
8	261849	262070
8	262542	262727
8	267034	267479
8	272389	272571
8	273669	273780
8	276650	276720
8	277725	277934
8	280130	280459
8	281262	281432
8	286696	286942
8	290633	290733
8	296724	297259
8	298832	298924
8	302061	302247
8	314759	314859
8	316002	316416
8	319949	320176
8	323127	323328
8	324520	324601
8	325438	325613
8	328029	328390
8	330174	330264
8	332093	332278
8	332861	333024
8	335739	336343
8	337823	337991
8	341521	342319
8	345701	345904
8	349358	349550
8	352555	352665
8	353403	353566
8	354594	354789
8	356306	356390
8	359904	359974
8	360512	360864
8	361795	361997
8	364297	364445
8	368007	368307
8	369825	370060
8	371610	371771
8	374447	374624
8	375049	375641
8	377816	377999
8	379589	379789
8	380330	380454
8	384816	384994
8	387003	387092
8	389796	390231
8	393380	393476
8	396885	397173
8	401043	401294
8	402677	402900
8	406832	406936
8	412474	412909
8	417292	417487
8	420133	420272
8	422409	422930
8	423506	423633
8	429299	429462
8	439144	439274
8	443542	443674
8	445496	445676
8	452752	452900
8	453988	454077
8	455505	456486
8	459094	459200
8	461515	461706
8	461993	462445
8	464698	464931
8	466901	467156
8	470648	470863
8	475552	475680
8	483899	483996
8	484591	484788
8	488290	488437
8	498556	498659
8	498867	499010
8	501231	501310
8	502010	502283
8	508822	508885
8	512054	512412
8	516516	516716
8	517250	517481
8	531454	532168
8	540660	540986
8	541319	541422
8	554026	554096
9	5292	5642
9	6657	6808
9	21765	22440
9	32961	33177
9	36001	36228
9	36555	37405
9	39216	39408
9	41564	41784
9	45959	46173
9	47571	47681
9	47930	48131
9	53661	54124
9	54848	55416
9	56395	56535
9	60929	61030
9	68407	68530
9	73678	73849
9	76154	76263
9	77411	77534
9	83097	83300
9	84878	85124
9	88694	88881
9	89741	89880
9	92853	92989
9	93262	93548
9	96456	96848
9	99707	99769
9	102354	102668
9	113343	113700
9	114593	114740
9	122271	122487
9	127272	127418
9	129965	130266
9	131884	132141
9	134061	134222
9	136036	136268
9	138174	138318
9	141767	142208
9	142570	142814
9	148945	149108
9	150063	150477
9	151383	151473
9	154932	155226
9	160243	160864
9	165980	166306
9	169792	169987
9	173234	173406
9	173652	173810
9	177359	177912
9	180237	180357
9	183198	183760
9	187732	187952
9	188829	189001
9	193195	193441
9	197654	197789
9	199485	199611
9	202130	202252
9	203337	203470
9	204796	205012
9	212060	212456
9	216001	216176
9	220749	220944
9	222680	222821
9	231192	231298
9	232688	232792
9	237828	238026
9	240919	241121
9	241875	241976
9	244547	244636
9	248566	248769
9	249053	249902
9	254071	254316
9	254554	254997
9	258360	258711
9	260938	261137
9	267579	268635
9	268856	268980
9	270674	271054
9	273872	274045
9	274943	275106
9	276280	276537
9	277544	277802
9	282919	283057
9	285243	285528
9	289104	289225
9	291820	292188
9	300095	300419
9	301349	301579
9	307992	308172
9	310858	311052
9	312624	312797
9	314915	314981
9	321129	321399
9	325816	325903
9	332357	333785
9	334613	334839
9	337164	339371
9	342321	342473
9	343698	344046
9	345407	345554
9	348527	348667
9	348972	349044
9	353755	353851
9	370440	370578
9	378299	378398
9	394042	395428
9	407983	408167
9	410483	410628
10	5297	5620
10	6624	6801
10	21673	21872
10	31184	31689
10	36439	36720
10	54170	54317
10	58895	59140
10	60181	60323
10	60542	60771
10	63608	63719
10	68899	69162
10	73604	73675
10	75649	75766
10	79489	79628
10	79869	80046
10	83072	83373
10	85451	85597
10	94552	94978
10	96552	96699
10	97318	97644
10	100942	101123
10	104542	104911
10	106149	106330
10	109631	109820
10	111372	111565
10	123164	123718
10	129041	129191
10	134031	134256
10	136032	136474
10	136950	137308
10	140120	140380
10	142638	143179
10	144920	145124
10	146027	146343
10	146821	147071
10	150534	150865
10	154748	154988
10	156198	156367
10	157441	157572
10	157975	158093
10	159886	160472
10	161666	161925
10	165393	165579
10	172497	172803
10	173025	173530
10	177552	177867
10	180151	180763
10	181769	182002
10	184250	184439
10	186703	186919
10	187820	187972
10	189389	189720
10	190204	190276
10	191131	191663
10	192243	192489
10	195159	196138
10	204681	205244
10	207574	207812
10	211664	211911
10	220268	220423
10	220795	220926
10	224027	224090
10	224392	224724
10	227097	227259
10	228537	228646
10	231019	231300
10	236435	237237
10	239137	239320
10	241592	241969
10	246250	246449
10	246951	247156
10	254477	254706
10	256774	257237
10	262598	262709
10	265160	265620
10	268433	268800
10	270927	271097
10	272536	272784
10	278205	278758
10	280728	281141
10	285370	285434
10	289462	289698
10	290767	291469
10	294370	294573
10	294922	295164
10	302788	303211
10	305876	306083
10	310679	310895
10	312699	312934
10	313955	314145
10	314892	315792
10	316035	317249
10	319783	319914
10	322508	322728
10	323099	323371
10	324735	324911
10	327959	328051
10	330198	330359
10	332780	333473
10	334124	334237
10	335576	335851
10	337188	338146
10	339360	339663
10	341701	341840
10	342208	342459
10	345788	345859
10	348735	349547
10	352216	352329
10	355684	355881
10	359696	360059
10	360399	361167
10	361685	361877
10	365530	365690
10	374004	374701
10	376208	376301
10	378466	378716
10	380576	381451
10	383586	383795
10	387481	387661
10	390195	390348
10	390931	392452
10	393656	393926
10	396646	396977
10	402533	402771
10	407333	407510
10	411032	411212
10	413450	413680
10	421799	421884
10	424248	424673
10	448953	449053
10	454828	455404
10	455735	456010
10	458427	458586
10	459475	459594
10	460193	460368
10	461587	461790
10	462478	462662
10	466059	466696
10	466952	467249
10	468097	468525
10	469547	469773
10	471733	472074
10	486283	486500
10	490870	491108
10	496468	496657
10	497186	497254
10	503499	504133
10	507534	507679
10	513826	514052
10	517606	517711
10	517907	517994
10	519325	519408
10	521741	521955
10	524580	524710
10	525660	526289
