Chr	Start	End	Length	Midpoint	WatsonHpM	CrickHpM	TotalHpM	BGHpM	Total-BGHpM	WatsonHpM300	CrickHpM300	TotalHpM300	BGHpM300	Total-BGHpM300	NormHpM	NormHpM300	NormHpChr
3	308867	308959	92	308913	8.097035611	13.24969464	21.34673025	5.21088	16.13585025	54.19493153	57.32333165	111.5182632	39.19488	72.32338319	252.9537297	1084.029827	39365.05946
3	309408	309889	481	309648.5	46.46594299	60.17569647	106.6416395	27.24384	79.39779947	92.19579184	101.9490393	194.1448311	61.22784	132.9169911	1244.679964	1992.246167	193699.0644
3	310491	311279	788	310885	78.76207367	80.23426196	158.9963356	44.63232	114.3640156	130.1046404	116.4868987	246.5915391	78.61632	167.9752191	1792.828011	2517.721651	279002.7303
3	311576	311621	45	311598.5	5.612717867	4.784611952	10.39732982	2.5488	7.848529818	37.08074263	52.35469617	89.43543879	36.5328	52.90263879	123.0375134	792.9391002	19147.29241
3	312471	312537	66	312504	8.281059147	6.808870855	15.08993	3.73824	11.35169	50.97451964	42.60144873	93.57596837	37.72224	55.85372837	177.9548199	837.1719469	27693.6105
3	314217	314577	360	314397	34.78044842	33.9523425	68.73279092	20.3904	48.34239092	78.94609721	79.49816782	158.444265	54.3744	104.069865	757.8397111	1559.86671	117936.2143
4	289742	289805	63	289773.5	9.017153294	5.060647257	14.07780055	3.56832	10.50948055	34.32038958	31.9280836	66.24847318	37.55232	28.69615318	164.7519196	430.1165764	141721.9832
4	639799	639832	33	639815.5	5.98076494	4.048517805	10.02928275	1.86912	8.160162745	30.17986	30.17986	60.35972001	35.85312	24.50660001	127.9228284	367.3208332	110041.0665
4	643938	644023	85	643980.5	13.98578878	13.89377701	27.8795658	4.8144	23.0651658	42.23340165	36.16062494	78.3940266	38.7984	39.5956266	361.5811765	593.4849611	311037.3557
4	880157	880234	77	880195.5	12.97365933	7.636976769	20.6106361	4.36128	16.2493561	37.26476616	46.37393123	83.63869739	38.34528	45.29341739	254.7331048	678.8871491	219125.0996
4	1527464	1527544	80	1527504	6.808870855	13.89377701	20.70264787	4.5312	16.17144787	27.32749519	41.40529574	68.73279092	38.5152	30.21759092	253.511776	452.9208732	218074.495
5	1481	1555	74	1518	8.649106221	6.164788476	14.8138947	4.19136	10.6225347	42.78547226	27.60353049	70.38900275	38.17536	32.21364275	166.5242135	482.8389941	34429.52979
5	1875	1931	56	1903	4.692600184	9.937270977	14.62987116	3.17184	11.45803116	29.44376586	37.1727544	66.61652025	37.15584	29.46068025	179.6218776	441.5758046	37137.52286
5	2679	3138	459	2908.5	42.32541342	42.41742519	84.74283861	25.99776	58.74507861	77.93396775	69.46888507	147.4028528	59.98176	87.42109282	920.9174918	1310.324102	190403.2787
5	4150	4222	72	4186	4.87662372	13.24969464	18.12631836	4.07808	14.04823836	40.48517805	42.41742519	82.90260324	38.06208	44.84052324	220.2272724	672.0988776	45532.84642
5	21472	21523	51	21497.5	5.42869433	6.624847318	12.05354165	2.88864	9.164901648	58.88753172	50.05440196	108.9419337	36.87264	72.06929367	143.6736223	1080.221369	29705.08107
5	21919	21972	53	21945.5	5.796741403	6.348812013	12.14555342	3.00192	9.143633416	56.86327281	59.43960233	116.3028751	36.98592	79.31695514	143.3402108	1188.854025	29636.14693
5	22177	22214	37	22195.5	3.588458964	5.244670793	8.833129757	2.09568	6.737449757	43.15351934	56.86327281	100.0167921	36.07968	63.93711215	105.6196617	958.3309516	21837.27648
5	460368	460416	48	460392	7.728988538	2.668341281	10.39732982	2.71872	7.678609818	35.05648372	30.45589531	65.51237903	36.70272	28.80965903	120.3737617	431.8178759	24887.74412
5	570309	571080	771	570694.5	116.1188516	108.4818748	224.6007264	43.66944	180.9312864	134.24517	135.9933936	270.2385635	77.65344	192.5851235	2836.370134	2886.590878	586430.5737
6	1089	1235	146	1162	17.66625951	18.8624125	36.52867202	8.26944	28.25923202	67.90468501	40.76121336	108.6658984	42.25344	66.41245837	443.0059792	995.433048	113642.7147
6	1536	1573	37	1554.5	2.852364817	5.244670793	8.097035611	2.09568	6.001355611	33.40027189	48.12215482	81.52242672	36.07968	45.44274672	94.08027851	681.1253941	24134.07211
6	2373	2468	95	2420.5	15.08993	6.624847318	21.71477732	5.3808	16.33397732	44.7177194	40.57718982	85.29490922	39.3648	45.93010922	256.0596697	688.4302997	65686.05697
6	3759	4540	781	4149.5	109.7700396	122.2836401	232.0536797	44.23584	187.8178397	128.7244639	146.7587704	275.4832343	78.21984	197.2633943	2944.327217	2956.711838	755297.5662
6	76511	76559	48	76535	4.416564879	8.557094452	12.97365933	2.71872	10.25493933	30.91595415	31.46802476	62.38397891	36.70272	25.68125891	160.761603	384.9273835	41239.59008
7	327139	327183	44	327161	8.097035611	3.128400122	11.22543573	2.49216	8.733275733	28.1556011	31.37601299	59.53161409	36.47616	23.05545409	136.9072367	345.570116	61637.38787
7	561832	561896	64	561864	18.03430659	0.55207061	18.5863772	3.62496	14.9614172	44.9937547	33.9523425	78.94609721	37.60896	41.33713721	234.5427247	619.5878529	105594.1325
7	562124	562214	90	562169	6.808870855	21.34673025	28.1556011	5.0976	23.0580011	63.30409659	43.79760171	107.1016983	39.0816	68.02009831	361.4688591	1019.529399	162737.9005
7	567713	567743	30	567728	0	8.925141526	8.925141526	1.6992	7.225941526	20.15057726	30.27187177	50.42244903	35.6832	14.73924903	113.2775052	220.9214348	50998.9807
7	579315	579372	57	579343.5	6.900882623	8.281059147	15.18194177	3.22848	11.95346177	31.37601299	30.63991885	62.01593184	37.21248	24.80345184	187.3884978	371.7702412	84364.69682
7	635500	635531	31	635515.5	4.692600184	4.232541342	8.925141526	1.75584	7.169301526	32.29613068	30.82394238	63.12007306	35.73984	27.38023306	112.389588	410.3927112	50599.22902
7	671928	671964	36	671946	3.864494269	6.624847318	10.48934159	2.03904	8.450301587	30.17986	30.17986	60.35972001	36.02304	24.33668001	132.4711912	364.7739619	59640.22349
7	702924	703034	110	702979	28.61565994	13.3417064	41.95736635	6.2304	35.72696635	53.55084915	39.74908391	93.29993306	40.2144	53.08553306	560.0739503	795.6804383	252152.4511
7	819253	819307	54	819280	9.477212135	3.312423659	12.78963579	3.05856	9.731075794	39.4730486	31.46802476	70.94107336	37.04256	33.89851336	152.5492539	508.0929288	68679.62394
7	819569	819638	69	819603.5	2.668341281	15.91803592	18.5863772	3.90816	14.6782172	27.60353049	38.09287208	65.69640257	37.89216	27.80424257	230.1031386	416.7480411	103595.3741
8	3759	3813	54	3786	16.47010653	1.564200061	18.03430659	3.05856	14.97574659	32.38814244	19.59850665	51.98664909	37.04256	14.94408909	234.7673595	223.9917106	24870.04516
8	4076	4143	67	4109.5	2.484317744	17.39022421	19.87454195	3.79488	16.07966195	28.89169525	29.53577763	58.42747287	37.77888	20.64859287	252.0728937	309.4945172	26703.30435
8	218872	218956	84	218914	8.557094452	12.51360049	21.07069494	4.75776	16.31293494	46.18990769	50.05440196	96.24430965	38.74176	57.50254965	255.7297988	861.8855508	27090.69804
8	280251	280290	39	280270.5	5.244670793	6.164788476	11.40945927	2.20896	9.20049927	29.9038247	31.19198946	61.09581415	36.19296	24.90285415	144.2316686	373.2601476	15279.16027
8	554046	556171	2125	555108.5	334.9228366	313.3000711	648.2229077	120.36	527.8629077	356.2695669	367.0349438	723.3045106	154.344	568.9605106	8275.045272	8527.949563	876615.6849
8	559092	559190	98	559141	15.08993	8.189047379	23.27897738	5.55072	17.72825738	40.20914275	33.86033074	74.06947349	39.53472	34.53475349	277.9171074	517.6293089	29441.10726
9	83	2243	2160	1163	336.3030132	339.0633662	675.3663794	122.3424	553.0239794	375.7760618	362.3423436	738.1184053	156.3264	581.7920053	8669.482926	8720.276337	568409.7075
9	2494	4046	1552	3270	182.4593365	179.2389247	361.6982612	87.90528	273.7929812	218.5279497	249.0758568	467.6038065	121.88928	345.7145265	4292.116914	5181.793798	281410.1995
9	4839	5100	261	4969.5	27.51151872	21.80678909	49.31830781	14.78304	34.53526781	67.07657909	54.65499037	121.7315695	48.76704	72.96452947	541.3922828	1093.639744	35496.07649
9	5504	5581	77	5542.5	14.90590647	5.060647257	19.96655372	4.36128	15.60527372	46.64996653	49.22629604	95.87626257	38.34528	57.53098257	244.6361444	862.311722	16039.4294
9	11425	11520	95	11472.5	21.16270671	6.440823781	27.60353049	5.3808	22.22273049	48.30617836	36.52867202	84.83485038	39.3648	45.47005038	348.3747356	681.534639	22840.991
9	23374	23665	291	23519.5	38.92097799	39.10500153	78.02597952	16.48224	61.54373952	47.29404891	50.05440196	97.34845087	50.46624	46.88221087	964.7907124	702.7010174	63255.95324
9	38181	38253	72	38217	6.072776708	10.21330628	16.28608299	4.07808	12.20800299	57.69137873	48.85824897	106.5496277	38.06208	68.4875477	191.3788144	1026.535834	12547.6429
10	75	1858	1783	966.5	300.5104353	289.7450584	590.2554937	100.98912	489.2663737	336.6710602	319.1888243	655.8598845	134.97312	520.8867645	7669.986531	7807.389041	401185.3697
10	2067	4282	2215	3174.5	328.4820128	352.4050726	680.8870855	125.4576	555.4294855	366.2068379	400.6192392	766.8260771	159.4416	607.3844771	8707.192853	9103.87292	455437.3557
10	4834	5090	256	4962	27.69554226	21.07069494	48.7662372	14.49984	34.2663972	67.90468501	58.42747287	126.3321579	48.48384	77.84831788	537.1773315	1166.841136	28097.53126
10	5498	5555	57	5526.5	8.373070916	5.520706098	13.89377701	3.22848	10.66529701	41.95736635	50.42244903	92.37981538	37.21248	55.16733538	167.1945771	826.8838431	8745.258935
10	11405	11503	98	11454	20.42661256	7.728988538	28.1556011	5.55072	22.6048811	52.5387197	39.01298976	91.55170946	39.53472	52.01698946	354.3655213	779.664413	18535.39926
10	16041	16100	59	16070.5	5.612717867	7.084906159	12.69762403	3.34176	9.355864026	50.23842549	48.67422543	98.91265093	37.32576	61.58689093	146.6672449	923.10431	7671.558828
10	265516	265625	109	265570.5	17.48223598	18.49436543	35.97660141	6.17376	29.80284141	37.26476616	43.61357818	80.87834434	40.15776	40.72058434	467.2043788	610.3465582	24437.53463
10	280891	280983	92	280937	8.925141526	13.24969464	22.17483616	5.21088	16.96395616	37.26476616	43.06150757	80.32627373	39.19488	41.13139373	265.9355359	616.5040361	13909.99135
10	392124	392176	52	392150	7.728988538	6.348812013	14.07780055	2.94528	11.13252055	31.28400122	24.01507153	55.29907275	36.92928	18.36979275	174.519009	275.3383814	9128.369766
10	475505	475626	121	475565.5	18.5863772	15.36596531	33.9523425	6.85344	27.0989025	47.11002537	51.52659025	98.63661562	40.83744	57.79917562	424.8160683	866.3315736	22220.37689
10	528153	528223	70	528188	5.336682562	11.59348281	16.93016537	3.9648	12.96536537	25.94731866	35.33251903	61.27983769	37.9488	23.33103769	203.2516091	349.7007419	10631.2536
11	438723	438751	28	438737	4.048517805	5.060647257	9.109165062	1.58592	7.523245062	35.51654257	34.13636604	69.65290861	35.56992	34.08298861	117.9381854	510.8579635	581834.2905
11	566070	566098	28	566084	3.864494269	3.128400122	6.992894391	1.58592	5.406974391	35.05648372	31.74406007	66.80054379	35.56992	31.23062379	84.76245862	468.1048676	418165.7095
12	489917	490480	563	490198.5	234.9980563	236.0101857	471.008242	31.88832	439.119922	258.2770336	245.1193508	503.3963844	65.87232	437.5240644	6883.865453	6557.894764	7542.506831
12	596787	596953	166	596870	17.66625951	17.1141889	34.78044842	9.40224	25.37820842	61.27983769	54.37895507	115.6587928	43.38624	72.27255276	397.8415996	1083.267948	435.906687
12	656721	656752	31	656736.5	0.276035305	10.94940043	11.22543573	1.75584	9.469595733	24.1070833	26.59140104	50.69848434	35.73984	14.95864434	148.4501606	224.209874	162.6537238
12	874089	874152	63	874120.5	6.53283555	8.373070916	14.90590647	3.56832	11.33758647	29.53577763	33.21624836	62.75202598	37.55232	25.19970598	177.7337258	377.7095556	194.7391113
12	903397	903508	111	903452.5	9.385200367	22.81891854	32.20411891	6.28704	25.91707891	35.79257787	46.55795476	82.35053263	40.27104	42.07949263	406.2892053	630.714758	445.1625511
12	1032031	1032070	39	1032050.5	4.968635488	5.888753172	10.85738866	2.20896	8.64842866	33.6763072	34.59642488	68.27273208	36.19296	32.07977208	135.5771312	480.8324536	148.5490159
12	1066537	1066606	69	1066571.5	3.312423659	12.32957695	15.64200061	3.90816	11.73384061	42.23340165	41.86535458	84.09875623	37.89216	46.20659623	183.9456057	692.5744665	201.5453377
12	1067452	1067719	267	1067585.5	26.4073775	27.60353049	54.010908	15.12288	38.888028	54.65499037	62.38397891	117.0389693	49.10688	67.93208928	609.6283476	1018.210263	667.9569797
12	1073642	1073714	72	1073678	8.649106221	9.845259209	18.49436543	4.07808	14.41628543	26.1313422	35.60855433	61.73989653	38.06208	23.67781653	225.9969641	354.8984883	247.6201281
13	129597	129666	69	129631.5	9.569223904	4.968635488	14.53785939	3.90816	10.62969939	43.79760171	33.6763072	77.47390891	37.89216	39.58174891	166.6365308	593.2769534	113100.0666
13	246199	246253	54	246226	4.32455311	7.913012074	12.23756518	3.05856	9.179005185	44.90174293	50.88250787	95.78425081	37.04256	58.74169081	143.8947165	880.4586031	97664.67138
13	609347	609394	47	609370.5	3.772482501	7.544965001	11.3174475	2.66208	8.655367502	32.38814244	28.89169525	61.27983769	36.64608	24.63375769	135.685908	369.2267551	92093.16322
13	624288	624354	66	624321	11.22543573	6.440823781	17.66625951	3.73824	13.92801951	39.4730486	34.96447196	74.43752056	37.72224	36.71528056	218.3426612	550.3124645	148194.2129
13	637217	637289	72	637253	8.005023843	8.373070916	16.37809476	4.07808	12.30001476	29.81181293	34.59642488	64.40823781	38.06208	26.34615781	192.8212373	394.89332	130872.2324
13	763240	763274	34	763257	5.336682562	4.416564879	9.75324744	1.92576	7.82748744	29.62778939	24.3831186	54.010908	35.90976	18.101148	122.7076424	271.3117593	83284.5143
13	867217	867298	81	867257.5	9.293188599	12.60561226	21.89880086	4.58784	17.31096086	34.04435427	37.26476616	71.30912044	38.57184	32.73728044	271.3753566	490.6876157	184188.7295
13	915059	915134	75	915096.5	11.3174475	7.084906159	18.40235366	4.248	14.15435366	29.44376586	25.48725982	54.93102568	38.232	16.69902568	221.8907895	250.2958396	150602.4096
14	104076	104165	89	104120.5	14.07780055	7.913012074	21.99081262	5.04096	16.94985262	43.42955464	34.96447196	78.3940266	39.02496	39.3690666	265.7144417	590.0891327	685846.7423
14	663655	663682	27	663668.5	2.576329513	6.716859086	9.293188599	1.52928	7.763908599	22.91093031	28.24761287	51.15854318	35.51328	15.64526318	121.7109484	234.5013631	314153.2577
15	23536	23573	37	23554.5	4.87662372	5.244670793	10.12129451	2.09568	8.025614514	44.90174293	54.10291976	99.0046627	36.07968	62.9249827	125.8135824	943.1604982	9172.36517
15	27996	30234	2238	29115	316.6124947	299.5903176	616.2028123	126.76032	489.4424923	367.3109791	338.7873309	706.09831	160.74432	545.35399	7672.747456	8174.119703	559377.137
15	30666	31285	619	30975.5	151.2673471	149.0590647	300.3264117	35.06016	265.2662517	181.1711718	188.7161368	369.8873086	69.04416	300.8431486	4158.447601	4509.23245	303169.1747
15	34036	34409	373	34222.5	33.6763072	33.49228366	67.16859086	21.12672	46.04187086	73.1493558	78.85408544	152.0034412	55.11072	96.89272124	721.7755979	1452.291019	52620.62512
15	117951	118033	82	117992	33.03222482	1.932247134	34.96447196	4.64448	30.31999196	47.11002537	29.07571878	76.18574416	38.62848	37.55726416	475.3114917	562.9326613	34652.30453
15	118300	118366	66	118333	2.300294208	13.89377701	16.19407122	3.73824	12.45583122	25.76329513	51.80262556	77.56592068	37.72224	39.84368068	195.2638948	597.2029568	14235.59931
15	252706	252745	39	252725.5	5.888753172	6.072776708	11.96152988	2.20896	9.75256988	28.1556011	25.76329513	53.91889623	36.19296	17.72593623	152.886206	265.6878417	11146.07886
15	1086613	1086690	77	1086651.5	6.072776708	11.96152988	18.03430659	4.36128	13.67302659	25.48725982	40.85322513	66.34048495	38.34528	27.99520495	214.3452635	419.6103092	15626.71527
16	24848	24908	60	24878	8.557094452	6.992894391	15.54998884	3.3984	12.15158884	53.18280208	48.39819013	101.5809922	37.3824	64.19859221	190.4944377	962.2501845	286644.4874
16	91564	91632	68	91598	8.281059147	7.084906159	15.36596531	3.85152	11.51444531	39.93310744	39.84109568	79.77420312	37.83552	41.93868312	180.5062542	628.6042136	271614.874
16	554493	554539	46	554516	3.588458964	9.201176831	12.78963579	2.60544	10.18419579	27.32749519	35.14849549	62.47599068	36.58944	25.88655068	159.6525917	388.0044299	240235.5462
16	943329	943365	36	943347	2.760353049	7.821000306	10.58135336	2.03904	8.542313355	21.16270671	21.80678909	42.9694958	36.02304	6.946455799	133.9136141	104.1179899	201505.0924
